Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
6/29/17 11:56,"DOJ report: Majority of hate crimes go unreported - ABC-7.com WZVN News for Fort Myers, Cape Coral & Naples, Florida",WZVN-TV,Fort Myers,FL,http://www.abc-7.com/story/35781387/doj-report-majority-of-hate-crimes-go-unreported,bureau cnn crime crimes doj gender hate justice national sessions subcommittee unreported victimization violent,"By Noa Yadidi CNN	WASHINGTON (CNN) -- A majority of hate crime incidents are not reported to police, according to the results of a new Department of Justice hate crime report released Thursday.	The report, which included data from the Bureau of Justice"
6/29/17 11:56,DOJ report: Majority of hate crimes go unreported,CNN International,,,http://edition.cnn.com/2017/06/29/politics/doj-hate-crime-report/,bureau cnn crime crimes doj gender hate justice national sessions subcommittee unreported victimization violent bureau cnn crime crimes doj gender hate justice national sessions subcommittee unreported victimization violent,"Washington (CNN) A majority of hate crime incidents are not reported to police, according to the results of a new Department of Justice hate crime report released Thursday.	The report, which included data from the Bureau of Justice Statistics' National"
6/29/17 11:56,"DOJ report: Majority of hate crimes go unreported - Honolulu, Hawaii news, sports & weather - KITV Channel 4",KITV Honolulu,Honolulu,HI,http://www.kitv.com/story/35781387/doj-report-majority-of-hate-crimes-go-unreported,bureau cnn crime crimes doj gender hate justice national sessions subcommittee unreported victimization violent,"By Noa Yadidi CNN	WASHINGTON (CNN) -- A majority of hate crime incidents are not reported to police, according to the results of a new Department of Justice hate crime report released Thursday.	The report, which included data from the Bureau of Justice"
6/29/17 11:56,"DOJ report: Majority of hate crimes go unreported - KBZK.com | Continuous News | Bozeman, Montana",KBZK Bozeman News,Bozeman,MT,http://www.kbzk.com/story/35781387/doj-report-majority-of-hate-crimes-go-unreported,bureau cnn crime crimes doj gender hate justice national sessions subcommittee unreported victimization violent,"By Noa Yadidi CNN	WASHINGTON (CNN) -- A majority of hate crime incidents are not reported to police, according to the results of a new Department of Justice hate crime report released Thursday.	The report, which included data from the Bureau of Justice"
6/29/17 12:30,Mount Vernon police investigating death as possible hate crime,WABC-TV,New York,NY,http://abc7ny.com/news/mount-vernon-police-investigating-death-as-possible-hate-crime/2164103/,attack cowards crime eastchester hate jones mayor mount police richard thomas vernon attack cowards crime eastchester hate jones mayor mount police richard thomas vernon attack cowards crime eastchester hate jones mayor mount police richard thomas vernon,"Police in Mount Vernon are investigating the death of a 35-year-old man as a possible hate crime.	Michael Jones was discovered on Eastchester Avenue Tuesday, with the victim suffering from head injuries. Jones was transported to an area hospital, where he"
6/29/17 12:52,Crown Heights 'Mitzvah Bus' Torched in Hate Crime,ClickLancashire,,,http://clicklancashire.com/2017/06/29/crown-heights-mitzvah-bus-torched-in-hate-crime.html,benny brooklyn bus colorfully crown east hate heights jewish leviticus mitzvah schieber torched troy york,"The arson, which took place on Troy Ave. near East New York Ave.in Crown Heights, is being investigated as a possible hate crime, police sources said.	The bus, colorfully decorated with splashy paints and Jewish themes, is a familiar sight in the Jewish"
6/29/17 13:03,"Anti-gay beating, kidnapping case headed for trial",Wisconsin Gazette,Milwaukee,Wisconsin,http://www.wisconsingazette.com/news/anti-gay-beating-kidnapping-case-headed-for-trial/article_d3abe07e-1b13-5d4a-8dd3-bedeb3338a49.html,alexis anthony david defendants district gay gregory hate hydee jenkins justice kentucky kidnap mable pennington prosecuted trial,An Oct. 15 trial date was set for two eastern Kentucky men charged with a hate crime in the kidnapping and beating of a gay man. The federal case is being prosecuted by the US Justice Department.	By Wisconsin Gazette	An Oct. 15 trial date was set for two
6/29/17 14:11,Police: Mt. Vernon death probed as possible hate crime,News 12 Westchester,Yonkers,New York,http://www.news12.com/story/35782791/police-mt-vernon-death-probed-as-possible-hate-crime,altercation christopher crime death fbi hate jones lovable mike mount police probe state unconscious vernon,Police in Mount Vernon are investigating the death of a 35-year-old man as a possible hate crime.	Police say Mike Jones had an altercation Tuesday with another person and believe he was either pushed or fell. They say he struck his head on the curb and
6/29/17 14:14,Labor lawyer tapped to be Justice Dept. civil rights chief,seattlepi.com,Seattle,WA,http://www.seattlepi.com/news/politics/article/Labor-lawyer-tapped-to-be-Justice-Dept-civil-11257048.php,attorney civil discrimination division dreiband justice lawyers president restricting sessions tapped transgender washington whitehouse attorney civil discrimination division dreiband justice lawyers president restricting sessions tapped transgender washington whitehouse attorney civil discrimination division dreiband justice lawyers president restricting sessions tapped transgender washington whitehouse attorney civil discrimination division dreiband justice lawyers president restricting sessions tapped transgender washington whitehouse,WASHINGTON (AP) дуо The White House on Thursday tapped a Washington labor lawyer known for representing large companies in discrimination lawsuits to lead the Justice Department's Civil Rights Division.	Eric Dreiband's nomination immediately drew
6/29/17 14:28,Jeff Sessions Once Opposed A Federal Hate Crimes Law. Now He Vows To Enforce It.,BuzzFeed News,New York,NY,https://www.buzzfeed.com/dominicholden/jeff-sessions-insists-hate-crimes-are-a-top-priority-for,attorney buzzfeed civil crimes general hate jeff justice mccaw muslim sessions transgender attorney buzzfeed civil crimes general hate jeff justice mccaw muslim sessions transgender attorney buzzfeed civil crimes general hate jeff justice mccaw muslim sessions transgender attorney buzzfeed civil crimes general hate jeff justice mccaw muslim sessions transgender attorney buzzfeed civil crimes general hate jeff justice mccaw muslim sessions transgender,"When he was a senator, Sessions voted against hate crimes legislation. But at a hate crimes summit on Thursday, the US Attorney General said enforcing those laws is a ""top priority.""	On Thursday morning, US Attorney General Jeff Sessions looked across a"
6/29/17 14:33,"More Than Half Of Hate Crimes Are Never Reported, According To DOJ",International Business Times,New York,NY,http://www.ibtimes.com/more-half-hate-crimes-are-never-reported-according-doj-2559559,assault bureau crime crimes doj general hate jeff justice laramie sessions shepard victimization violent assault bureau crime crimes doj general hate jeff justice laramie sessions shepard victimization violent assault bureau crime crimes doj general hate jeff justice laramie sessions shepard victimization violent,By Joe Difazio On 06/29/17 AT 5:35 PM	The Department of Justice released a report Thursday looking into hate crimes between 2004 and 2015. The DOJ reported that 54 percent of hate crimes between 2011 and 2015 were never reported.	The report included
6/29/17 14:54,Shirt With Anti-Islamic Statements on Man's Home Being Investigated as Possible Hate Crime,NBC Connecticut,Hartford,CT,http://www.nbcconnecticut.com/news/local/Shirt-is-Anti-Islamic-Statements-on-Mans-Home-Being-Investigated-as-Possible-Hate-Crime-431629773.html,abdelgader arch british conn front hanging hate home isis islamic muslim pole shirt sudan utility abdelgader arch british conn front hanging hate home isis islamic muslim pole shirt sudan utility abdelgader arch british conn front hanging hate home isis islamic muslim pole shirt sudan utility abdelgader arch british conn front hanging hate home isis islamic muslim pole shirt sudan utility abdelgader arch british conn front hanging hate home isis islamic muslim pole shirt sudan utility,"By Catalina Trivino	Someone left a shirt covered in what appears to be anti-Muslim sayings outside the home of the president of the Islamic Center of Central Connecticut. (Published Thursday, June 29, 2017)	New Britain police are investigating a possible"
6/29/17 14:59,SPLC: Improving hate crime reporting and prosecution daunting but crucial task,Southern Poverty Law Center,Montgomery,AL,https://www.splcenter.org/news/2017/06/29/splc-improving-hate-crime-reporting-and-prosecution-daunting-crucial-task,attorney crime emboldened general hate improving jeff reporting sessions splc supremacists upticks woefully attorney crime emboldened general hate improving jeff reporting sessions splc supremacists upticks woefully attorney crime emboldened general hate improving jeff reporting sessions splc supremacists upticks woefully attorney crime emboldened general hate improving jeff reporting sessions splc supremacists upticks woefully,"We applaud Attorney General Jeff Sessions' commitment to vigorously enforcing our nation's hate crime laws.	Unfortunately, we think he's likely to have his hands full.	As we have reported, the divisive rhetoric of last year's presidential campaign has"
6/29/17 15:07,"Hate crime or not, Muslim woman attacked in Milwaukee wants the perpetrator caught",fox6now.com,Milwaukee,WI,http://fox6now.com/2017/06/29/im-scared-hate-crime-or-not-muslim-woman-attacked-in-milwaukee-wants-the-perpetrator-caught/,attack attacked caller crime daily daughter detectives fox6 hamichdg hanichet hate islamic layton milwaukee muslim society attack attacked caller crime daily daughter detectives fox6 hamichdg hanichet hate islamic layton milwaukee muslim society,"MILWAUKEE -- A Muslim woman who was brutally attacked on Milwaukee's south side in April says the police report on the incident is wrong. That report points the finger at friends of the woman's daughter as prime suspects, but the victim says her account"
6/29/17 15:18,"More Than Half Of All US Hate Crimes Go Unreported, Says A Justice Department Report",UPROXX,Nashville,Tennessee,http://uproxx.com/news/hate-crimes-unreported-jeff-sessions/,american bureau crime crimes fbi hate justice law muslim nina pursue report sessions statistics timani victimizations victims violent american bureau crime crimes fbi hate justice law muslim nina pursue report sessions statistics timani victimizations victims violent american bureau crime crimes fbi hate justice law muslim nina pursue report sessions statistics timani victimizations victims violent,"думMy husband didn't want me to go public for fear of my losing my life,дуќ said Nina Timani, a Muslim American woman who was the victim of a hate crime in 2006. She had received a threatening letter referencing the September 11th attacks from one of her"
6/29/17 15:18,Why Southern States Will Suffer More Under Climate Change,UPROXX,Nashville,Tennessee,http://uproxx.com/life/southern-states-climate-change/,climate coastal disadvantage effects hotter nonmarket quadratically south southern state unequally climate coastal disadvantage effects hotter nonmarket quadratically south southern state unequally climate coastal disadvantage effects hotter nonmarket quadratically south southern state unequally climate coastal disadvantage effects hotter nonmarket quadratically south southern state unequally,"Climate change will cause staggering effects across the US, changing everything from the beer we drink to the sharks we fight. But one of the most visible, and direct effects will be in the wallet, and southern states are going to take a disproportionate"
6/29/17 15:41,думBlue Lives Matterдуќ Law Goes Into Effect in Kentucky,wbkr.com,Owensboro,KY,http://wbkr.com/blue-lives-matter-law-goes-into-effect-in-kentucky/,,
6/29/17 16:15,AG Sessions Vows Aggressive Enforcement of Hate-Crime Law,Newsline,,,https://newsline.com/ag-sessions-vows-aggressive-enforcement-of-hate-crime-law/,bureau crime crimes general hate jeff journal justice killed miss muslim sessions statistics summit transgender wall bureau crime crimes general hate jeff journal justice killed miss muslim sessions statistics summit transgender wall bureau crime crimes general hate jeff journal justice killed miss muslim sessions statistics summit transgender wall,"Attorney General Jeff Sessions vowed Thursday he would support hate-crime laws дус and transgender and anti-Muslim crime would be a priority, The Wall Street Journal reported.	At a hate-crimes summit, which included some of Sessions' most outspoken"
6/29/17 16:15,"Muslim woman stands by her hate crime accusation, police dispute the claim",WTMJ-TV,,,http://www.tmj4.com/news/local-news/milwaukee-police-dispute-muslim-womans-hate-crime-claims,beaten hanichet hate hijab islamic layton leila milwaukee muslim side south tmj4 victims beaten hanichet hate hijab islamic layton leila milwaukee muslim side south tmj4 victims beaten hanichet hate hijab islamic layton leila milwaukee muslim side south tmj4 victims,"A Muslim woman beaten on Milwaukee's South Side claims she was targeted because of her religion. The story made international headlines, but as far as Milwaukee police are concerned, that's not what the victim told them.	Politicians and leaders in"
6/29/17 17:22,Police Probe Death Of Mount Vernon Man As Possible Hate Crime,CBS New York,,,http://newyork.cbslocal.com/2017/06/29/mount-vernon-man-dead/,cbs2 cbsnewyork crime death harris hate hemphill jones mount police vernon westchester cbs2 cbsnewyork crime death harris hate hemphill jones mount police vernon westchester cbs2 cbsnewyork crime death harris hate hemphill jones mount police vernon westchester,"MOUNT VERNON, NY (CBSNewYork) дуо Police are waiting to learn the cause of the mysterious death of a Westchester County man as they investigate it as a possible hate crime.	As CBS2's Jessica Borg reported, a growing makeshift memorial has been set up at"
6/29/17 18:07,Attorney General: Investigating hate crimes a top priority,magic1065.com,Slaton,TX,http://www.magic1065.com/story/35784340/attorney-general-investigating-hate-crimes-a-top-priority,,
6/29/17 18:30,Jeff Sessions Makes An Unbelievable Promise to Protect Civil Rights For All Communities,PoliticusUSA,Indiana,PA,http://www.politicususa.com/2017/06/29/jeff-sessions-unbelievable-promise-protect-civil-rights-communities.html,attorney civil communities crimes federal general gerstein hate jeff josh miss prosecutor sessions targeting transgender trump,"By Adalia Woodbury on Thu, Jun 29th, 2017 at 9:28 pm	On Thursday, Attorney-General Jeff Sessions told Federal Prosecutors he is committed to prosecuting hate crimes. Why don't I believe him?	During Sessions' speech he pledged думto protect the civil"
6/29/17 19:15,Jeff Sessions Pledges Support of Hate-Crime Laws,Newburgh Gazette,,,http://newburghgazette.com/2017/06/30/jeff-sessions-pledges-support-of-hate-crime-laws/,bureau civil crime crimes fbi general hate jeff justice levin police sessions survey victimization victims,"A majority of hate crime incidents are not reported to police, according to the results of a new Department of Justice hate crime report released Thursday.	The report details that 23 percent of hate crime victims don't report to police because they"
6/29/17 22:03,Arrests made in DC teen stabbing,Wisconsin Gazette,Milwaukee,Wisconsin,http://www.wisconsingazette.com/news/arrests-made-in-d-c-teen-stabbing/article_b6294bc2-ccfb-576c-a2c7-4fd7e8f6f219.html,ali alyonica boy campbell desmond facebook gay hate hospital howard investigators jackson slurs stabbing teen university washington,"Three people were arrested for stabbing a teen near the Howard Theatre earlier this week in northwest Washington, DC, and police are calling the incident a hate crime. Police say a 16-year-old boy got into a fight with two men and a woman on a busy street"
6/29/17 23:14,Acid Attack In England: Two Muslims Targeted In Suspected Hate Crime,Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/acid-attack-east-london-muslims-suspected-hate-crime,acid attack cousin cousins dwgtuwtc4t east islamophobia jameel khan london mukhtar muslim police resham acid attack cousin cousins dwgtuwtc4t east islamophobia jameel khan london mukhtar muslim police resham acid attack cousin cousins dwgtuwtc4t east islamophobia jameel khan london mukhtar muslim police resham,думIt's definitely a hate crime. I believe it's something to do with Islamophobia. Maybe he's got it in for Muslims because of the things that have been going on lately.дуќ	Me and my cousin just hours before the attack. (Cropped the rest of my family out)
6/30/17 1:26,"Over half of hate crimes in United States go unreported, report says",Leicester Post,,,http://leicesterpost.com/2017/06/30/over-half-of-hate-crimes-in-united-states-go-unreported/,bjs brian bureau crime crimes hate justice levin report sessions state statistics victimization victimizations victims,"US residents experienced an average of 250,000 hate crime victimizations each year from 2004 to 2015 and the majority of these were not reported to police, the Bureau of Justice Statistics (BJS) announced today.	The report details that 23 percent of hate"
6/30/17 1:33,German parliament votes to fine social media over hate speech,Reuters,,,http://in.reuters.com/article/germany-hatecrime-idINB4N1FT011,08767 andrea emma escritt euros german hate holocaust postings reporting severin shalal speech thomas thomasson thorsten 08767 andrea emma escritt euros german hate holocaust postings reporting severin shalal speech thomas thomasson thorsten,"BERLIN, June 30 (Reuters) - The German parliament on Friday approved a plan to fine social networks up to 50 million euros ($57.04 million) if they fail to remove hateful postings quickly, despite concerns the law could limit free expression.	Germany has"
6/30/17 1:36,German parliament backs plan to fine social media over hate speech,Reuters,,,https://www.reuters.com/article/us-germany-hatecrime-idUSKBN19L0WZ,arvato berlin content euros facebook german hannibal hanschke heiko holocaust justice law maas speech arvato berlin content euros facebook german hannibal hanschke heiko holocaust justice law maas speech arvato berlin content euros facebook german hannibal hanschke heiko holocaust justice law maas speech arvato berlin content euros facebook german hannibal hanschke heiko holocaust justice law maas speech,"German Justice Minister Heiko Maas attends a news conference in Berlin, Germany June 26, 2017. REUTERS/Hannibal Hanschke	By Thorsten Severin and Emma Thomasson | BERLIN	The German parliament approved a plan on Friday to fine social media networks up to 50"
6/30/17 1:37,Tattooed man sought over acid attack,ClickLancashire,,,http://clicklancashire.com/2017/06/30/tattooed-man-sought-over-acid-attack.html,acid asia attack beckton cousin islamophobia jameel khan man met muhktar police sprayed squirted tollgate window,"Resham Khan was in a vehicle with her cousin Jameel Muhktar on Tollgate Road in Beckton on her 21st birthday, when someone sprayed them with acid.	The attacker then circled around the auto and threw more of the acid at Mr Muhktar, before eventually"
6/30/17 2:11,5 things to watch for Friday,fox34.com,Abernathy,TX,http://www.fox34.com/story/35786060/5-things-to-watch-for-friday,,
6/30/17 2:11,Istanbul bans LGBT Pride march,ClickLancashire,,,http://clicklancashire.com/2017/06/30/istanbul-bans-lgbt-pride-march.html,alperen amnesty andrew boehme cihangir gardner gay international istanbul istiklal lgbt ozlen parade police press pride riot,"The parade was banned by Istanbul's city governor, which said in a statement it was not permitted because of safety and ""public order"" concerns. The police imposed checkpoints in the area to prevent groups from entering Istiklal Avenue.	In the city's"
6/30/17 2:12,"Letter Threatens Muslim Group With 'Extermination, Rape, Torture'",Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/letter-cair-new-york-chapter-threatens-extermination-rape-torture,afaf american cair city donald extermination hateful islamic letter muslim nasher president rape relations threat torture york afaf american cair city donald extermination hateful islamic letter muslim nasher president rape relations threat torture york afaf american cair city donald extermination hateful islamic letter muslim nasher president rape relations threat torture york,"The hateful letter threatened to exterminate Muslims, torture children, rape women, and burn places of worship.	Just hours before the New York chapter of the Council on American-Islamic Relations (CAIR-NY) received an award from the New York City Council"
6/30/17 2:33,"Police Advise People To Ask Others' 'Preferred Pronouns', Publish 'Gender-Neutral' Pronoun Chart",Heat Street,,,https://heatst.com/culture-wars/police-advise-people-to-ask-others-preferred-pronouns-publish-gender-neutral-pronoun-chart/,c3r3ujomxl canada discriminate gender guide halton handy hir hirself loveislove police preferred pronoun pronouns regional senate twitter c3r3ujomxl canada discriminate gender guide halton handy hir hirself loveislove police preferred pronoun pronouns regional senate twitter c3r3ujomxl canada discriminate gender guide halton handy hir hirself loveislove police preferred pronoun pronouns regional senate twitter,"By Lukas Mikelionis | 5:34 am, June 30, 2017	A Canadian police department has advised people to ask others about their preferred personal pronouns, sharing a picture listing some of the existing pronouns accompanied with a sentence using them.	Halton"
6/30/17 2:45,"Man throws bacon at Muslim teen, gets charged with hate crime",NewsChannel5.com,Nashville,TN,http://www.newschannel5.com/news/national/man-throws-bacon-at-muslim-teen-gets-charged-with-hate-crime,alex assault bacon british chivers filmed islamophobic jail london metro muslim payne photo police teen alex assault bacon british chivers filmed islamophobic jail london metro muslim payne photo police teen alex assault bacon british chivers filmed islamophobic jail london metro muslim payne photo police teen,"AP	Undated handout photo issued by the Metropolitan Police of Alex Chivers, who has been jailed after he launched an Islamophobic attack on two Muslim women while being filmed by his friend. PRESS ASSOCIATION Photo. Issue date: Friday June 30, 2017."
6/30/17 2:45,Liberty man accused of painting anti-Semitic graffiti,Mid-Hudson News,Newburgh,NY,http://www.midhudsonnews.com/News/2017/June/30/Santoro_arr-30Jun17.html,81336 camp crime graffiti hate liberty painting police santoro semitic shomria state sullivan town,"TOWN OF LIBERTY дус A man's dislike for the religion of the owners and occupants of Camp Shomria in the Town of Liberty was the motive for his painting of anti-Semitic graffiti on the inside and outside of buildings at the camp, State Police said."
6/30/17 2:45,UK man jailed after hitting Muslim teen with bacon,Newsbug.info,Kentland,Indiana,http://www.newsbug.info/news/world/uk-man-jailed-after-hitting-muslim-teen-with-bacon/article_f509d81c-f7e3-58e6-85af-5208ceda9808.html,assault bacon borough bridge british chivers islamophobic jail james london muslim payne religiously teen,LONDON (AP) дуо A British man has been jailed after hitting a Muslim teen with a slab of bacon after hurling insults at her and her mother.	Alex Chivers was sentenced at a London court on Thursday to six months in jail for assault and a public order
6/30/17 3:30,Jeff Sessions: Transgender Murders Being Reviewed,Newsmax,West Palm Beach,FL,http://www.newsmax.com/TheWire/jeff-sessions-transgender-murders-review/2017/06/30/id/799103/,attorney campaign crimes general hate jeff justice killed prosecute reviewed sessions stacy transgender usa vallum attorney campaign crimes general hate jeff justice killed prosecute reviewed sessions stacy transgender usa vallum attorney campaign crimes general hate jeff justice killed prosecute reviewed sessions stacy transgender usa vallum,"By Clyde Hughes | Friday, 30 Jun 2017 06:36 AM	Jeff Sessions said transgender murders will be reviewed to ensure hate crimes against the group are being ""aggressively and appropriately"" enforced and that there isn't a serial killer or a group behind some"
6/30/17 4:37,Hate crime? Bianca Roberson black driver changing lanes killed by white person,scallywagandvagabond,New York,New York,https://scallywagandvagabond.com/2017/06/bianca-nikol-roberson-black-driver-west-chester-white-person-shot-dead/,attorney bianca black chester district drive fleeing goshen hate nikol pennsylvania pickup rage roberson robertson shot truck west attorney bianca black chester district drive fleeing goshen hate nikol pennsylvania pickup rage roberson robertson shot truck west attorney bianca black chester district drive fleeing goshen hate nikol pennsylvania pickup rage roberson robertson shot truck west,Bianca Roberson an 18 year old black girl has died in a road rage incident after being shot dead by a white driver in a possible hate crime.	Bianca Nikol Roberson an 18 year old black teenage girl has been shot dead in an incident of road rage after a
6/30/17 4:47,How will Jeff Sessions go after hate crimes?,VICE News,Brooklyn,New York,https://news.vice.com/story/how-will-jeff-sessions-go-after-hate-crimes,act civil crime crimes doj general hate jeff matthew sessions shepard transgender act civil crime crimes doj general hate jeff matthew sessions shepard transgender,"By Taylor Dolven and Tess Owen on Jun 30, 2017	Attorney General Jeff Sessions stood before a room filled with some of his harshest critics Thursday morning and vowed to думaggressivelyдуќ investigate and prosecute hate crimes дуо particularly crimes"
6/30/17 5:01,Shock: Jeff Sessions Vows to 'Aggressively' Pursue Anti-Transgender Hate Crimes дус VIDEO,Towleroad,New York,NY,http://www.towleroad.com/2017/06/jeff-sessions-transgender/,aggressively attorney crimes enforce general hate jeff justice killed miss politico pursue sessions transgender transgendered washington,"by Michael Fitzgerald	Attorney General Jeff Sessions has countered concerns from civil rights groups and fellow lawmakers, vowing to aggressively pursue hate crimes against transgender victims.	In 2010, Sessions voted against a law that expanded federal"
6/30/17 5:19,Report: More than half of hate crimes go unreported,Norman Transcript,Norman,OK,http://www.normantranscript.com/news/nation_world/report-more-than-half-of-hate-crimes-go-unreported/article_1501d0df-ca06-50df-b253-f2c7b265035d.html,capitol civil commission crime crimes fears hate judiciary justice levin montes prosecuting rhetoric senate treene trump,"By Sadie Gurman and Russell Contreras AP Writers	Eric Treene, special counsel for religious discrimination, Civil Rights Division of the Justice Department, testifies May 2 on Capitol Hill before a Senate Judiciary Committee hearing on responses to the"
6/30/17 6:11,Germany can fine Facebook up to $57 million over hate speech,Engadget,New York,NY,https://www.engadget.com/2017/06/30/germany-can-fine-facebook-up-to-57-million-over-hate-speech/,57 act content enforcement engadget facebook german hate justice law laws maas network speech twitter 57 act content enforcement engadget facebook german hate justice law laws maas network speech twitter 57 act content enforcement engadget facebook german hate justice law laws maas network speech twitter,"Germany has passed a contentious law allowing fines of up to д‰е50 million ($57 million) for social networks like Facebook and Twitter if they don't pull hate speech down quickly enough. Called the Network Enforcement Act or ""Facebook Law,"" it was passed"
6/30/17 7:15,Man jailed for slapping Muslim teenager with bacon (VIDEO),Newsline,,,https://newsline.com/man-jailed-for-slapping-muslim-teenager-with-bacon-video/,attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen attack bacon chivers enfield isil isis islamic london metro muhktar muslim police religiously slapping state teen,"A man has been jailed for six months after slapping a Muslim teenager across the face with an open packet of bacon.	Alex Chivers, 36, can be seen covering himself with the bacon before he runs up to the girl, who was walking along a road in Enfield, north"
6/30/17 7:26,"#AM_Equality Tipsheet: June 30, 2017",Human Rights Campaign,Washington,DC,http://www.hrc.org/blog/am-equality-tipsheet-june-30-2017,civil crimes director dreiband equality german hate hrc justice kenworthy lgbtq shepard transgender warbelow,"By HRC staff	BREAKING! MARRIAGE EQUALITY MOVES FORWARD IN GERMANY! HRC is celebrating a vote by the Bundestag, the lower house of Germany's parliament, to make marriage equality the law of the land. Once the legislation is approved by the upper house -"
6/30/17 7:51,A Man Who Died After A Fight Might Have Been Targeted Because Of His Sexual Orientation,BuzzFeed News,New York,NY,https://www.buzzfeed.com/mikehayes/new-york-death-probed-as-possible-hate-crime,bxk5vpwpu2 chris crime death harris hate jones mount orientation police sexual targeted thomas vernon york bxk5vpwpu2 chris crime death harris hate jones mount orientation police sexual targeted thomas vernon york bxk5vpwpu2 chris crime death harris hate jones mount orientation police sexual targeted thomas vernon york bxk5vpwpu2 chris crime death harris hate jones mount orientation police sexual targeted thomas vernon york bxk5vpwpu2 chris crime death harris hate jones mount orientation police sexual targeted thomas vernon york bxk5vpwpu2 chris crime death harris hate jones mount orientation police sexual targeted thomas vernon york,Police are investigating whether a 35-year-old man who died after a fight this week was targeted in a possible hate crime because of his sexual orientation.	Targeted because of his sexual orientation? Mt. Vernon police investigating death of 35-year old
6/30/17 8:03,Police Investigate Anti-Islamic Statements on Man's Home,NECN,Newton,MA,http://www.necn.com/news/new-england/Shirt-is-Anti-Islamic-Statements-on-Mans-Home-Being-Investigated-as-Possible-Hate-Crime-431629773.html,abdelgader arch british conn front hanging home isis islamic muslim omer pole shirt sudan utility abdelgader arch british conn front hanging home isis islamic muslim omer pole shirt sudan utility abdelgader arch british conn front hanging home isis islamic muslim omer pole shirt sudan utility abdelgader arch british conn front hanging home isis islamic muslim omer pole shirt sudan utility,"By Catalina Trivino	Someone left a shirt covered in what appears to be anti-Muslim sayings outside the home of the president of the Islamic Center of Central Connecticut. (Published Thursday, June 29, 2017)	New Britain police are investigating a possible"
6/30/17 8:22,Jeff Sessions vows to fight anti-trans hate crimesдуоbut uses outdated terminology to do so,The Daily Dot,Austin,TX,https://www.dailydot.com/irl/jeff-sessions-anti-trans-activists/,attorney crime crimes department fmzrzeit1m general hate jeff justice killed lgbtq miss politico sessions trans transgender transgendered attorney crime crimes department fmzrzeit1m general hate jeff justice killed lgbtq miss politico sessions trans transgender transgendered attorney crime crimes department fmzrzeit1m general hate jeff justice killed lgbtq miss politico sessions trans transgender transgendered attorney crime crimes department fmzrzeit1m general hate jeff justice killed lgbtq miss politico sessions trans transgender transgendered attorney crime crimes department fmzrzeit1m general hate jeff justice killed lgbtq miss politico sessions trans transgender transgendered attorney crime crimes department fmzrzeit1m general hate jeff justice killed lgbtq miss politico sessions trans transgender transgendered,"For the first time since his appointment, Attorney General Jeff Sessions has called upon the Justice Department to fight back against hate crimes targeting transgender people. However, Sessions botched his commitment by using an antiquated term to"
6/30/17 8:33,"Ky. bill makes targeting firefighters, EMTs a hate crime",EMS1.com,San Francisco,CA,https://www.ems1.com/ems-assaults/articles/281177048-Ky-bill-makes-targeting-firefighters-EMTs-a-hate-crime/,attorney bill blue crime daily ems emts fire hate kentucky law lives matter responders rob sanders targeting,"By EMS1 Staff	FRANKFORT, Ky. дуо The state of Kentucky now classifies violent acts against first responders as a hate crime.	NY Daily News reported that HB 14 protects law enforcement, firefighters and EMTs while on duty. The думBlue Lives Matterдуќ bill"
6/30/17 8:33,Ky. 'Blue Lives Matter' bill makes violence against cops a hate crime,Police News,San Francisco,CA,https://www.policeone.com/Officer-Safety/articles/377680006-Ky-Blue-Lives-Matter-bill-makes-violence-against-cops-a-hate-crime/,attorney bill blue crime daily duty emts hate kentucky law lives matter rob sanders attorney bill blue crime daily duty emts hate kentucky law lives matter rob sanders attorney bill blue crime daily duty emts hate kentucky law lives matter rob sanders,"By PoliceOne Staff	FRANKFORT, Ky. дуо The state of Kentucky now classifies violent acts against first responders as a hate crime.	NY Daily News reported that HB 14 protects law enforcement, firefighters and EMTs while on duty. The думBlue Lives Matterдуќ"
6/30/17 9:16,No Rise in Hate-Crime Rate Since 2004,Reason,Washington,District of Columbia,http://reason.com/blog/2017/06/30/bjs-hate-crime-stats-2004-2015,american bias bjs bureau crime crimes doj gender hate justice ncvs perceived survey ucr victimization american bias bjs bureau crime crimes doj gender hate justice ncvs perceived survey ucr victimization,"""Hate crimes"" suspected to be motivated by racial bias have dropped, but those perceived to be motivated by gender bias nearly doubled.	STR/EPA/NewscomThere was no significant rise in American ""hate crimes"" between 2004 and 2015, according to a new"
